Period;Night-time distribution tariff (kWh);Day-time distribution tariff (kWh);Outdoor temperature (*C)
Thursday 7.4.2022 15:00;No metering data available for this period;1,44;2,90
Thursday 7.4.2022 16:00;No metering data available for this period;0,93;2,80
Thursday 7.4.2022 17:00;No metering data available for this period;1,47;2,90
Thursday 7.4.2022 18:00;No metering data available for this period;1,18;2,70
Thursday 7.4.2022 19:00;No metering data available for this period;1,06;2,20
Thursday 7.4.2022 20:00;No metering data available for this period;1,78;1,90
Thursday 7.4.2022 21:00;No metering data available for this period;2,60;1,60
Thursday 7.4.2022 22:00;2,20;No metering data available for this period;1,50
Thursday 7.4.2022 23:00;1,25;No metering data available for this period;1,90
Friday 8.4.2022 00:00;1,53;No metering data available for this period;2,30
Friday 8.4.2022 01:00;0,98;No metering data available for this period;2,60
Friday 8.4.2022 02:00;1,01;No metering data available for this period;3,00
Friday 8.4.2022 03:00;0,98;No metering data available for this period;3,30
Friday 8.4.2022 04:00;0,96;No metering data available for this period;3,60
Friday 8.4.2022 05:00;1,22;No metering data available for this period;3,60
Friday 8.4.2022 06:00;1,01;No metering data available for this period;3,50
Friday 8.4.2022 07:00;No metering data available for this period;1,09;3,50
Friday 8.4.2022 08:00;No metering data available for this period;1,56;3,30
Friday 8.4.2022 09:00;No metering data available for this period;1,60;3,10
Friday 8.4.2022 10:00;No metering data available for this period;1,06;3,40
Friday 8.4.2022 11:00;No metering data available for this period;1,00;4,10
Friday 8.4.2022 12:00;No metering data available for this period;0,92;4,70
Friday 8.4.2022 13:00;No metering data available for this period;1,14;5,70
Friday 8.4.2022 14:00;No metering data available for this period;1,13;5,60
Friday 8.4.2022 15:00;No metering data available for this period;0,90;5,50
Friday 8.4.2022 16:00;No metering data available for this period;1,55;5,80
Friday 8.4.2022 17:00;No metering data available for this period;1,05;5,40
Friday 8.4.2022 18:00;No metering data available for this period;1,51;3,10
Friday 8.4.2022 19:00;No metering data available for this period;2,06;2,50
Friday 8.4.2022 20:00;No metering data available for this period;2,39;2,20
Friday 8.4.2022 21:00;No metering data available for this period;1,93;2,20
Friday 8.4.2022 22:00;1,34;No metering data available for this period;2,00
Friday 8.4.2022 23:00;1,26;No metering data available for this period;1,80
Saturday 9.4.2022 00:00;1,20;No metering data available for this period;1,50
Saturday 9.4.2022 01:00;0,73;No metering data available for this period;1,70
Saturday 9.4.2022 02:00;1,04;No metering data available for this period;1,40
Saturday 9.4.2022 03:00;1,01;No metering data available for this period;1,00
Saturday 9.4.2022 04:00;1,08;No metering data available for this period;1,10
Saturday 9.4.2022 05:00;1,23;No metering data available for this period;0,80
Saturday 9.4.2022 06:00;1,50;No metering data available for this period;0,60
Saturday 9.4.2022 07:00;No metering data available for this period;1,05;0,60
Saturday 9.4.2022 08:00;No metering data available for this period;1,51;0,80
Saturday 9.4.2022 09:00;No metering data available for this period;1,22;1,40
Saturday 9.4.2022 10:00;No metering data available for this period;1,27;1,60
Saturday 9.4.2022 11:00;No metering data available for this period;2,09;3,70
Saturday 9.4.2022 12:00;No metering data available for this period;1,16;4,50
Saturday 9.4.2022 13:00;No metering data available for this period;1,09;5,50
Saturday 9.4.2022 14:00;No metering data available for this period;1,01;4,70
Saturday 9.4.2022 15:00;No metering data available for this period;1,39;5,30
Saturday 9.4.2022 16:00;No metering data available for this period;1,26;3,40
Saturday 9.4.2022 17:00;No metering data available for this period;1,19;3,10
Saturday 9.4.2022 18:00;No metering data available for this period;2,51;3,40
Saturday 9.4.2022 19:00;No metering data available for this period;1,21;2,40
Saturday 9.4.2022 20:00;No metering data available for this period;1,22;1,90
Saturday 9.4.2022 21:00;No metering data available for this period;1,86;2,20
Saturday 9.4.2022 22:00;2,21;No metering data available for this period;2,10
Saturday 9.4.2022 23:00;1,14;No metering data available for this period;1,30
Sunday 10.4.2022 00:00;1,53;No metering data available for this period;1,60
Sunday 10.4.2022 01:00;0,81;No metering data available for this period;1,80
Sunday 10.4.2022 02:00;0,96;No metering data available for this period;1,20
Sunday 10.4.2022 03:00;1,07;No metering data available for this period;0,90
Sunday 10.4.2022 04:00;1,03;No metering data available for this period;1,00
Sunday 10.4.2022 05:00;1,09;No metering data available for this period;1,10
Sunday 10.4.2022 06:00;1,29;No metering data available for this period;1,20
Sunday 10.4.2022 07:00;No metering data available for this period;2,17;1,30
Sunday 10.4.2022 08:00;No metering data available for this period;1,35;1,40
Sunday 10.4.2022 09:00;No metering data available for this period;1,67;2,40
Sunday 10.4.2022 10:00;No metering data available for this period;2,03;3,20
Sunday 10.4.2022 11:00;No metering data available for this period;0,86;4,10
Sunday 10.4.2022 12:00;No metering data available for this period;0,80;3,70
Sunday 10.4.2022 13:00;No metering data available for this period;1,12;3,80
Sunday 10.4.2022 14:00;No metering data available for this period;2,25;4,00
Sunday 10.4.2022 15:00;No metering data available for this period;0,83;5,10
Sunday 10.4.2022 16:00;No metering data available for this period;1,05;5,50
Sunday 10.4.2022 17:00;No metering data available for this period;1,53;5,50
Sunday 10.4.2022 18:00;No metering data available for this period;0,56;4,50
Sunday 10.4.2022 19:00;No metering data available for this period;1,08;3,70
Sunday 10.4.2022 20:00;No metering data available for this period;2,39;2,80
Sunday 10.4.2022 21:00;No metering data available for this period;1,11;2,30
Sunday 10.4.2022 22:00;0,85;No metering data available for this period;2,30
Sunday 10.4.2022 23:00;1,53;No metering data available for this period;2,50
Monday 11.4.2022 00:00;2,16;No metering data available for this period;2,30
Monday 11.4.2022 01:00;0,85;No metering data available for this period;2,40
Monday 11.4.2022 02:00;0,86;No metering data available for this period;2,50
Monday 11.4.2022 03:00;0,68;No metering data available for this period;2,60
Monday 11.4.2022 04:00;0,66;No metering data available for this period;2,40
Monday 11.4.2022 05:00;0,69;No metering data available for this period;2,20
Monday 11.4.2022 06:00;0,98;No metering data available for this period;1,50
Monday 11.4.2022 07:00;No metering data available for this period;1,42;1,70
Monday 11.4.2022 08:00;No metering data available for this period;1,96;3,30
Monday 11.4.2022 09:00;No metering data available for this period;2,43;4,70
Monday 11.4.2022 10:00;No metering data available for this period;1,43;6,10
Monday 11.4.2022 11:00;No metering data available for this period;0,80;7,20
Monday 11.4.2022 12:00;No metering data available for this period;0,92;8,00
Monday 11.4.2022 13:00;No metering data available for this period;0,40;8,80
Monday 11.4.2022 14:00;No metering data available for this period;1,71;9,50
Monday 11.4.2022 15:00;No metering data available for this period;1,56;9,80
Monday 11.4.2022 16:00;No metering data available for this period;2,00;10,10
Monday 11.4.2022 17:00;No metering data available for this period;1,16;10,30
Monday 11.4.2022 18:00;No metering data available for this period;1,20;9,00
Monday 11.4.2022 19:00;No metering data available for this period;2,75;6,90
Monday 11.4.2022 20:00;No metering data available for this period;1,38;5,20
Monday 11.4.2022 21:00;No metering data available for this period;0,87;3,30
Monday 11.4.2022 22:00;2,05;No metering data available for this period;1,90
Monday 11.4.2022 23:00;0,69;No metering data available for this period;0,90
Tuesday 12.4.2022 00:00;1,01;No metering data available for this period;0,30
Tuesday 12.4.2022 01:00;1,56;No metering data available for this period;-0,30
Tuesday 12.4.2022 02:00;0,90;No metering data available for this period;-0,70
Tuesday 12.4.2022 03:00;0,92;No metering data available for this period;-1,10
Tuesday 12.4.2022 04:00;0,90;No metering data available for this period;-1,70
Tuesday 12.4.2022 05:00;1,14;No metering data available for this period;-2,20
Tuesday 12.4.2022 06:00;0,53;No metering data available for this period;-1,80
Tuesday 12.4.2022 07:00;No metering data available for this period;1,69;-0,90
Tuesday 12.4.2022 08:00;No metering data available for this period;1,98;0,80
Tuesday 12.4.2022 09:00;No metering data available for this period;1,60;3,10
Tuesday 12.4.2022 10:00;No metering data available for this period;1,39;6,20
Tuesday 12.4.2022 11:00;No metering data available for this period;0,68;7,90
Tuesday 12.4.2022 12:00;No metering data available for this period;1,55;8,90
Tuesday 12.4.2022 13:00;No metering data available for this period;0,39;10,00
Tuesday 12.4.2022 14:00;No metering data available for this period;1,63;10,50
Tuesday 12.4.2022 15:00;No metering data available for this period;0,87;11,10
Tuesday 12.4.2022 16:00;No metering data available for this period;1,65;10,90
Tuesday 12.4.2022 17:00;No metering data available for this period;0,69;10,40
Tuesday 12.4.2022 18:00;No metering data available for this period;1,25;9,80
Tuesday 12.4.2022 19:00;No metering data available for this period;1,12;8,40
Tuesday 12.4.2022 20:00;No metering data available for this period;2,36;6,20
Tuesday 12.4.2022 21:00;No metering data available for this period;1,26;4,10
Tuesday 12.4.2022 22:00;0,52;No metering data available for this period;3,10
Tuesday 12.4.2022 23:00;0,81;No metering data available for this period;2,20
Wednesday 13.4.2022 00:00;1,23;No metering data available for this period;1,40
Wednesday 13.4.2022 01:00;0,86;No metering data available for this period;0,60
Wednesday 13.4.2022 02:00;0,52;No metering data available for this period;-0,10
Wednesday 13.4.2022 03:00;0,63;No metering data available for this period;-0,60
Wednesday 13.4.2022 04:00;0,74;No metering data available for this period;-1,10
Wednesday 13.4.2022 05:00;1,45;No metering data available for this period;-1,30
Wednesday 13.4.2022 06:00;1,29;No metering data available for this period;-1,50
Wednesday 13.4.2022 07:00;No metering data available for this period;1,48;-1,00
Wednesday 13.4.2022 08:00;No metering data available for this period;1,01;1,00
Wednesday 13.4.2022 09:00;No metering data available for this period;0,89;3,40
Wednesday 13.4.2022 10:00;No metering data available for this period;1,26;5,90
Wednesday 13.4.2022 11:00;No metering data available for this period;0,62;7,80
Wednesday 13.4.2022 12:00;No metering data available for this period;0,34;9,50
Wednesday 13.4.2022 13:00;No metering data available for this period;1,39;10,40
Wednesday 13.4.2022 14:00;No metering data available for this period;0,46;10,90
Wednesday 13.4.2022 15:00;No metering data available for this period;1,17;11,50
Wednesday 13.4.2022 16:00;No metering data available for this period;1,00;11,00
Wednesday 13.4.2022 17:00;No metering data available for this period;1,10;10,30
Wednesday 13.4.2022 18:00;No metering data available for this period;1,79;8,80
Wednesday 13.4.2022 19:00;No metering data available for this period;1,10;7,20
Wednesday 13.4.2022 20:00;No metering data available for this period;0,89;5,80
Wednesday 13.4.2022 21:00;No metering data available for this period;2,20;4,40
Wednesday 13.4.2022 22:00;1,09;No metering data available for this period;3,80
Wednesday 13.4.2022 23:00;0,88;No metering data available for this period;3,40
Thursday 14.4.2022 00:00;0,85;No metering data available for this period;2,80
Thursday 14.4.2022 01:00;0,84;No metering data available for this period;2,00
Thursday 14.4.2022 02:00;0,74;No metering data available for this period;2,20
Thursday 14.4.2022 03:00;0,81;No metering data available for this period;2,10
Thursday 14.4.2022 04:00;0,82;No metering data available for this period;2,00
Thursday 14.4.2022 05:00;0,82;No metering data available for this period;1,90
Thursday 14.4.2022 06:00;1,30;No metering data available for this period;2,20
